date,value,cpi_series
2020-09-01,297.08,Food away from home
2020-10-01,297.893,Food away from home
2020-11-01,298.253,Food away from home
2020-12-01,299.369,Food away from home
2021-01-01,300.382,Food away from home
2021-02-01,300.54,Food away from home
2021-03-01,300.897,Food away from home
2021-04-01,301.819,Food away from home
2021-05-01,303.481,Food away from home
2021-06-01,305.634,Food away from home
2021-07-01,308.023,Food away from home
2021-08-01,309.336,Food away from home
2021-09-01,310.996,Food away from home
2021-10-01,313.592,Food away from home
2021-11-01,315.481,Food away from home
2021-12-01,317.372,Food away from home
2022-01-01,319.471,Food away from home
2022-02-01,320.88,Food away from home
2022-03-01,321.689,Food away from home
2022-04-01,323.559,Food away from home
2022-05-01,325.952,Food away from home
2022-06-01,329.033,Food away from home
2022-07-01,331.342,Food away from home
2022-08-01,334.212,Food away from home
2022-09-01,337.369,Food away from home
1957-01-01,21.3,Energy
1957-02-01,21.4,Energy
1957-03-01,21.5,Energy
1957-04-01,21.6,Energy
1957-05-01,21.6,Energy
1957-06-01,21.6,Energy
1957-07-01,21.5,Energy
1957-08-01,21.4,Energy
1957-09-01,21.4,Energy
1957-10-01,21.4,Energy
1957-11-01,21.5,Energy
1957-12-01,21.5,Energy
1958-01-01,21.6,Energy
1958-02-01,21.3,Energy
1958-03-01,21.4,Energy
1958-04-01,21.4,Energy
1958-05-01,21.5,Energy
1958-06-01,21.5,Energy
1958-07-01,21.6,Energy
1958-08-01,21.7,Energy
1958-09-01,21.7,Energy
1958-10-01,21.7,Energy
1958-11-01,21.4,Energy
1958-12-01,21.4,Energy
1959-01-01,21.4,Energy
1959-02-01,21.6,Energy
1959-03-01,21.7,Energy
1959-04-01,21.8,Energy
1959-05-01,21.8,Energy
1959-06-01,21.9,Energy
1959-07-01,21.8,Energy
1959-08-01,21.9,Energy
1959-09-01,21.9,Energy
1959-10-01,22.2,Energy
1959-11-01,22.2,Energy
1959-12-01,22.3,Energy
1960-01-01,22.3,Energy
1960-02-01,22.2,Energy
1960-03-01,22.3,Energy
1960-04-01,22.4,Energy
1960-05-01,22.3,Energy
1960-06-01,22.4,Energy
1960-07-01,22.5,Energy
1960-08-01,22.5,Energy
1960-09-01,22.6,Energy
1960-10-01,22.5,Energy
1960-11-01,22.7,Energy
1960-12-01,22.6,Energy
1961-01-01,22.7,Energy
1961-02-01,22.6,Energy
1961-03-01,22.6,Energy
1961-04-01,22.2,Energy
1961-05-01,22.4,Energy
1961-06-01,22.5,Energy
1961-07-01,22.5,Energy
1961-08-01,22.5,Energy
1961-09-01,22.6,Energy
1961-10-01,22.4,Energy
1961-11-01,22.5,Energy
1961-12-01,22.4,Energy
1962-01-01,22.4,Energy
1962-02-01,22.6,Energy
1962-03-01,22.4,Energy
1962-04-01,22.7,Energy
1962-05-01,22.7,Energy
1962-06-01,22.5,Energy
1962-07-01,22.3,Energy
1962-08-01,22.4,Energy
1962-09-01,22.8,Energy
1962-10-01,22.7,Energy
1962-11-01,22.7,Energy
1962-12-01,22.8,Energy
1963-01-01,22.8,Energy
1963-02-01,22.7,Energy
1963-03-01,22.7,Energy
1963-04-01,22.6,Energy
1963-05-01,22.6,Energy
1963-06-01,22.5,Energy
1963-07-01,22.7,Energy
1963-08-01,22.6,Energy
1963-09-01,22.5,Energy
1963-10-01,22.7,Energy
1963-11-01,22.6,Energy
1963-12-01,22.6,Energy
1964-01-01,22.8,Energy
1964-02-01,22.2,Energy
1964-03-01,22.6,Energy
1964-04-01,22.5,Energy
1964-05-01,22.5,Energy
1964-06-01,22.6,Energy
1964-07-01,22.5,Energy
1964-08-01,22.6,Energy
1964-09-01,22.5,Energy
1964-10-01,22.5,Energy
1964-11-01,22.5,Energy
1964-12-01,22.6,Energy
1965-01-01,22.8,Energy
1965-02-01,22.7,Energy
1965-03-01,22.6,Energy
1965-04-01,22.9,Energy
1965-05-01,23.0,Energy
1965-06-01,23.1,Energy
1965-07-01,23.0,Energy
1965-08-01,23.0,Energy
1965-09-01,23.1,Energy
1965-10-01,23.0,Energy
1965-11-01,23.1,Energy
1965-12-01,23.1,Energy
1966-01-01,23.1,Energy
1966-02-01,23.2,Energy
1966-03-01,23.2,Energy
1966-04-01,23.2,Energy
1966-05-01,23.2,Energy
1966-06-01,23.3,Energy
1966-07-01,23.4,Energy
1966-08-01,23.3,Energy
1966-09-01,23.4,Energy
1966-10-01,23.4,Energy
1966-11-01,23.5,Energy
1966-12-01,23.5,Energy
1967-01-01,23.6,Energy
1967-02-01,23.7,Energy
1967-03-01,23.6,Energy
1967-04-01,23.9,Energy
1967-05-01,23.9,Energy
1967-06-01,23.8,Energy
1967-07-01,23.8,Energy
1967-08-01,23.9,Energy
1967-09-01,24.0,Energy
1967-10-01,23.9,Energy
1967-11-01,24.0,Energy
1967-12-01,23.9,Energy
1968-01-01,24.0,Energy
1968-02-01,24.1,Energy
1968-03-01,24.1,Energy
1968-04-01,24.0,Energy
1968-05-01,24.1,Energy
1968-06-01,24.2,Energy
1968-07-01,24.2,Energy
1968-08-01,24.3,Energy
1968-09-01,24.3,Energy
1968-10-01,24.3,Energy
1968-11-01,24.4,Energy
1968-12-01,24.3,Energy
1969-01-01,24.4,Energy
1969-02-01,24.4,Energy
1969-03-01,24.7,Energy
1969-04-01,24.9,Energy
1969-05-01,24.8,Energy
1969-06-01,25.0,Energy
1969-07-01,24.9,Energy
1969-08-01,24.9,Energy
1969-09-01,25.0,Energy
1969-10-01,25.0,Energy
1969-11-01,25.0,Energy
1969-12-01,25.1,Energy
1970-01-01,25.1,Energy
1970-02-01,25.1,Energy
1970-03-01,25.0,Energy
1970-04-01,25.5,Energy
1970-05-01,25.4,Energy
1970-06-01,25.3,Energy
1970-07-01,25.5,Energy
1970-08-01,25.4,Energy
1970-09-01,25.6,Energy
1970-10-01,25.9,Energy
1970-11-01,26.0,Energy
1970-12-01,26.2,Energy
1971-01-01,26.3,Energy
1971-02-01,26.2,Energy
1971-03-01,26.2,Energy
1971-04-01,26.1,Energy
1971-05-01,26.2,Energy
1971-06-01,26.3,Energy
1971-07-01,26.3,Energy
1971-08-01,26.8,Energy
1971-09-01,26.9,Energy
1971-10-01,27.0,Energy
1971-11-01,26.9,Energy
1971-12-01,27.0,Energy
1972-01-01,27.0,Energy
1972-02-01,26.8,Energy
1972-03-01,26.9,Energy
1972-04-01,26.9,Energy
1972-05-01,27.0,Energy
1972-06-01,27.0,Energy
1972-07-01,27.1,Energy
1972-08-01,27.3,Energy
1972-09-01,27.6,Energy
1972-10-01,27.7,Energy
1972-11-01,27.9,Energy
1972-12-01,27.8,Energy
1973-01-01,27.9,Energy
1973-02-01,28.2,Energy
1973-03-01,28.3,Energy
1973-04-01,28.6,Energy
1973-05-01,28.8,Energy
1973-06-01,29.2,Energy
1973-07-01,29.2,Energy
1973-08-01,29.4,Energy
1973-09-01,29.4,Energy
1973-10-01,30.3,Energy
1973-11-01,31.5,Energy
1973-12-01,32.5,Energy
1974-01-01,34.1,Energy
1974-02-01,35.4,Energy
1974-03-01,36.9,Energy
1974-04-01,37.6,Energy
1974-05-01,38.3,Energy
1974-06-01,38.6,Energy
1974-07-01,38.9,Energy
1974-08-01,39.2,Energy
1974-09-01,39.3,Energy
1974-10-01,39.2,Energy
1974-11-01,39.4,Energy
1974-12-01,39.6,Energy
1975-01-01,40.0,Energy
1975-02-01,40.3,Energy
1975-03-01,40.6,Energy
1975-04-01,41.0,Energy
1975-05-01,41.3,Energy
1975-06-01,41.7,Energy
1975-07-01,42.5,Energy
1975-08-01,42.8,Energy
1975-09-01,43.2,Energy
1975-10-01,43.5,Energy
1975-11-01,43.9,Energy
1975-12-01,44.1,Energy
1976-01-01,44.5,Energy
1976-02-01,44.4,Energy
1976-03-01,44.1,Energy
1976-04-01,43.9,Energy
1976-05-01,44.1,Energy
1976-06-01,44.4,Energy
1976-07-01,44.8,Energy
1976-08-01,45.2,Energy
1976-09-01,45.7,Energy
1976-10-01,46.1,Energy
1976-11-01,46.8,Energy
1976-12-01,47.5,Energy
1977-01-01,48.1,Energy
1977-02-01,48.1,Energy
1977-03-01,48.4,Energy
1977-04-01,48.6,Energy
1977-05-01,48.9,Energy
1977-06-01,48.9,Energy
1977-07-01,49.1,Energy
1977-08-01,49.5,Energy
1977-09-01,49.8,Energy
1977-10-01,50.5,Energy
1977-11-01,51.3,Energy
1977-12-01,51.6,Energy
1978-01-01,51.1,Energy
1978-02-01,50.6,Energy
1978-03-01,51.0,Energy
1978-04-01,51.4,Energy
1978-05-01,51.7,Energy
1978-06-01,51.9,Energy
1978-07-01,52.1,Energy
1978-08-01,52.6,Energy
1978-09-01,53.2,Energy
1978-10-01,54.1,Energy
1978-11-01,54.9,Energy
1978-12-01,55.9,Energy
1979-01-01,55.8,Energy
1979-02-01,55.9,Energy
1979-03-01,57.4,Energy
1979-04-01,59.5,Energy
1979-05-01,62.0,Energy
1979-06-01,64.7,Energy
1979-07-01,67.3,Energy
1979-08-01,69.7,Energy
1979-09-01,71.9,Energy
1979-10-01,73.5,Energy
1979-11-01,74.8,Energy
1979-12-01,76.8,Energy
1980-01-01,79.1,Energy
1980-02-01,81.9,Energy
1980-03-01,84.5,Energy
1980-04-01,85.4,Energy
1980-05-01,86.4,Energy
1980-06-01,86.5,Energy
1980-07-01,86.7,Energy
1980-08-01,87.2,Energy
1980-09-01,87.5,Energy
1980-10-01,88.0,Energy
1980-11-01,88.8,Energy
1980-12-01,90.7,Energy
1981-01-01,92.1,Energy
1981-02-01,95.2,Energy
1981-03-01,97.4,Energy
1981-04-01,97.6,Energy
1981-05-01,97.9,Energy
1981-06-01,97.3,Energy
1981-07-01,97.3,Energy
1981-08-01,97.8,Energy
1981-09-01,98.6,Energy
1981-10-01,99.2,Energy
1981-11-01,100.5,Energy
1981-12-01,101.5,Energy
1982-01-01,100.6,Energy
1982-02-01,98.0,Energy
1982-03-01,96.6,Energy
1982-04-01,94.2,Energy
1982-05-01,95.7,Energy
1982-06-01,98.4,Energy
1982-07-01,99.3,Energy
1982-08-01,99.8,Energy
1982-09-01,100.3,Energy
1982-10-01,101.7,Energy
1982-11-01,102.5,Energy
1982-12-01,102.8,Energy
1983-01-01,99.6,Energy
1983-02-01,97.7,Energy
1983-03-01,96.8,Energy
1983-04-01,98.9,Energy
1983-05-01,100.4,Energy
1983-06-01,100.6,Energy
1983-07-01,100.9,Energy
1983-08-01,101.2,Energy
1983-09-01,101.0,Energy
1983-10-01,100.8,Energy
1983-11-01,100.5,Energy
1983-12-01,100.0,Energy
1984-01-01,100.2,Energy
1984-02-01,101.4,Energy
1984-03-01,101.4,Energy
1984-04-01,101.7,Energy
1984-05-01,101.6,Energy
1984-06-01,100.8,Energy
1984-07-01,100.5,Energy
1984-08-01,100.1,Energy
1984-09-01,100.6,Energy
1984-10-01,101.1,Energy
1984-11-01,100.8,Energy
1984-12-01,100.1,Energy
1985-01-01,100.3,Energy
1985-02-01,100.3,Energy
1985-03-01,101.3,Energy
1985-04-01,102.3,Energy
1985-05-01,102.2,Energy
1985-06-01,102.2,Energy
1985-07-01,102.2,Energy
1985-08-01,101.2,Energy
1985-09-01,101.2,Energy
1985-10-01,101.2,Energy
1985-11-01,101.8,Energy
1985-12-01,102.4,Energy
1986-01-01,102.6,Energy
1986-02-01,99.5,Energy
1986-03-01,92.6,Energy
1986-04-01,87.2,Energy
1986-05-01,87.2,Energy
1986-06-01,88.8,Energy
1986-07-01,85.6,Energy
1986-08-01,83.6,Energy
1986-09-01,84.4,Energy
1986-10-01,82.8,Energy
1986-11-01,82.1,Energy
1986-12-01,82.5,Energy
1987-01-01,85.4,Energy
1987-02-01,87.4,Energy
1987-03-01,87.6,Energy
1987-04-01,87.6,Energy
1987-05-01,87.1,Energy
1987-06-01,88.5,Energy
1987-07-01,89.2,Energy
1987-08-01,90.5,Energy
1987-09-01,90.3,Energy
1987-10-01,89.6,Energy
1987-11-01,90.0,Energy
1987-12-01,89.5,Energy
1988-01-01,88.8,Energy
1988-02-01,88.7,Energy
1988-03-01,88.4,Energy
1988-04-01,88.8,Energy
1988-05-01,88.5,Energy
1988-06-01,88.9,Energy
1988-07-01,89.4,Energy
1988-08-01,90.1,Energy
1988-09-01,89.8,Energy
1988-10-01,89.8,Energy
1988-11-01,89.8,Energy
1988-12-01,89.6,Energy
1989-01-01,90.3,Energy
1989-02-01,90.8,Energy
1989-03-01,91.8,Energy
1989-04-01,96.6,Energy
1989-05-01,97.4,Energy
1989-06-01,96.9,Energy
1989-07-01,96.7,Energy
1989-08-01,94.9,Energy
1989-09-01,93.8,Energy
1989-10-01,94.4,Energy
1989-11-01,93.9,Energy
1989-12-01,94.2,Energy
1990-01-01,98.9,Energy
1990-02-01,98.2,Energy
1990-03-01,97.6,Energy
1990-04-01,97.5,Energy
1990-05-01,96.7,Energy
1990-06-01,97.3,Energy
1990-07-01,97.1,Energy
1990-08-01,101.6,Energy
1990-09-01,106.5,Energy
1990-10-01,110.8,Energy
1990-11-01,111.2,Energy
1990-12-01,111.0,Energy
1991-01-01,108.5,Energy
1991-02-01,104.5,Energy
1991-03-01,101.9,Energy
1991-04-01,101.2,Energy
1991-05-01,102.1,Energy
1991-06-01,101.1,Energy
1991-07-01,100.7,Energy
1991-08-01,101.1,Energy
1991-09-01,101.5,Energy
1991-10-01,101.6,Energy
1991-11-01,102.4,Energy
1991-12-01,103.1,Energy
1992-01-01,101.5,Energy
1992-02-01,101.2,Energy
1992-03-01,101.2,Energy
1992-04-01,101.4,Energy
1992-05-01,102.0,Energy
1992-06-01,103.3,Energy
1992-07-01,103.7,Energy
1992-08-01,103.5,Energy
1992-09-01,103.6,Energy
1992-10-01,104.3,Energy
1992-11-01,105.1,Energy
1992-12-01,105.3,Energy
1993-01-01,105.0,Energy
1993-02-01,104.3,Energy
1993-03-01,104.9,Energy
1993-04-01,104.9,Energy
1993-05-01,104.3,Energy
1993-06-01,103.9,Energy
1993-07-01,103.4,Energy
1993-08-01,103.4,Energy
1993-09-01,103.0,Energy
1993-10-01,105.3,Energy
1993-11-01,104.4,Energy
1993-12-01,103.7,Energy
1994-01-01,102.8,Energy
1994-02-01,104.1,Energy
1994-03-01,104.3,Energy
1994-04-01,103.7,Energy
1994-05-01,102.8,Energy
1994-06-01,103.1,Energy
1994-07-01,104.5,Energy
1994-08-01,106.7,Energy
1994-09-01,106.1,Energy
1994-10-01,105.7,Energy
1994-11-01,106.1,Energy
1994-12-01,105.9,Energy
1995-01-01,105.7,Energy
1995-02-01,105.8,Energy
1995-03-01,105.5,Energy
1995-04-01,105.6,Energy
1995-05-01,105.8,Energy
1995-06-01,106.7,Energy
1995-07-01,105.8,Energy
1995-08-01,105.6,Energy
1995-09-01,104.1,Energy
1995-10-01,104.4,Energy
1995-11-01,103.4,Energy
1995-12-01,104.4,Energy
1996-01-01,106.9,Energy
1996-02-01,107.1,Energy
1996-03-01,108.3,Energy
1996-04-01,111.2,Energy
1996-05-01,112.0,Energy
1996-06-01,110.3,Energy
1996-07-01,110.1,Energy
1996-08-01,109.7,Energy
1996-09-01,109.8,Energy
1996-10-01,110.5,Energy
1996-11-01,111.8,Energy
1996-12-01,113.9,Energy
1997-01-01,115.2,Energy
1997-02-01,115.0,Energy
1997-03-01,113.0,Energy
1997-04-01,111.0,Energy
1997-05-01,108.8,Energy
1997-06-01,110.0,Energy
1997-07-01,109.1,Energy
1997-08-01,110.9,Energy
1997-09-01,112.4,Energy
1997-10-01,111.8,Energy
1997-11-01,111.4,Energy
1997-12-01,109.8,Energy
1998-01-01,107.5,Energy
1998-02-01,105.1,Energy
1998-03-01,103.3,Energy
1998-04-01,102.4,Energy
1998-05-01,103.2,Energy
1998-06-01,103.6,Energy
1998-07-01,103.3,Energy
1998-08-01,102.1,Energy
1998-09-01,101.3,Energy
1998-10-01,101.5,Energy
1998-11-01,101.1,Energy
1998-12-01,100.1,Energy
1999-01-01,99.7,Energy
1999-02-01,99.2,Energy
1999-03-01,100.4,Energy
1999-04-01,105.5,Energy
1999-05-01,104.9,Energy
1999-06-01,104.5,Energy
1999-07-01,106.7,Energy
1999-08-01,109.5,Energy
1999-09-01,111.8,Energy
1999-10-01,112.0,Energy
1999-11-01,111.5,Energy
1999-12-01,113.8,Energy
2000-01-01,115.0,Energy
2000-02-01,118.8,Energy
2000-03-01,124.3,Energy
2000-04-01,120.9,Energy
2000-05-01,120.0,Energy
2000-06-01,126.8,Energy
2000-07-01,127.3,Energy
2000-08-01,123.8,Energy
2000-09-01,129.2,Energy
2000-10-01,129.6,Energy
2000-11-01,129.2,Energy
2000-12-01,130.1,Energy
2001-01-01,135.0,Energy
2001-02-01,134.1,Energy
2001-03-01,131.7,Energy
2001-04-01,132.3,Energy
2001-05-01,138.4,Energy
2001-06-01,136.9,Energy
2001-07-01,129.6,Energy
2001-08-01,127.3,Energy
2001-09-01,130.9,Energy
2001-10-01,122.9,Energy
2001-11-01,116.9,Energy
2001-12-01,113.9,Energy
2002-01-01,114.2,Energy
2002-02-01,113.5,Energy
2002-03-01,117.6,Energy
2002-04-01,121.5,Energy
2002-05-01,121.9,Energy
2002-06-01,121.6,Energy
2002-07-01,122.4,Energy
2002-08-01,123.1,Energy
2002-09-01,123.7,Energy
2002-10-01,126.9,Energy
2002-11-01,126.7,Energy
2002-12-01,127.1,Energy
2003-01-01,133.5,Energy
2003-02-01,140.8,Energy
2003-03-01,143.9,Energy
2003-04-01,136.5,Energy
2003-05-01,129.4,Energy
2003-06-01,129.8,Energy
2003-07-01,132.2,Energy
2003-08-01,137.8,Energy
2003-09-01,142.9,Energy
2003-10-01,137.8,Energy
2003-11-01,136.9,Energy
2003-12-01,138.8,Energy
2004-01-01,143.9,Energy
2004-02-01,145.8,Energy
2004-03-01,145.1,Energy
2004-04-01,143.4,Energy
2004-05-01,147.6,Energy
2004-06-01,151.5,Energy
2004-07-01,151.1,Energy
2004-08-01,151.5,Energy
2004-09-01,152.9,Energy
2004-10-01,158.6,Energy
2004-11-01,163.8,Energy
2004-12-01,162.3,Energy
2005-01-01,157.2,Energy
2005-02-01,161.8,Energy
2005-03-01,163.5,Energy
2005-04-01,166.7,Energy
2005-05-01,163.3,Energy
2005-06-01,163.7,Energy
2005-07-01,172.8,Energy
2005-08-01,183.5,Energy
2005-09-01,208.2,Energy
2005-10-01,205.9,Energy
2005-11-01,191.0,Energy
2005-12-01,187.6,Energy
2006-01-01,196.6,Energy
2006-02-01,194.1,Energy
2006-03-01,192.0,Energy
2006-04-01,198.5,Energy
2006-05-01,199.8,Energy
2006-06-01,199.8,Energy
2006-07-01,207.9,Energy
2006-08-01,211.9,Energy
2006-09-01,198.1,Energy
2006-10-01,184.1,Energy
2006-11-01,184.1,Energy
2006-12-01,192.7,Energy
2007-01-01,190.281,Energy
2007-02-01,192.31,Energy
2007-03-01,200.206,Energy
2007-04-01,203.307,Energy
2007-05-01,208.635,Energy
2007-06-01,209.799,Energy
2007-07-01,209.639,Energy
2007-08-01,206.412,Energy
2007-09-01,210.742,Energy
2007-10-01,212.386,Energy
2007-11-01,223.814,Energy
2007-12-01,225.649,Energy
2008-01-01,226.775,Energy
2008-02-01,229.731,Energy
2008-03-01,233.349,Energy
2008-04-01,234.778,Energy
2008-05-01,243.924,Energy
2008-06-01,262.081,Energy
2008-07-01,271.149,Energy
2008-08-01,262.566,Energy
2008-09-01,260.125,Energy
2008-10-01,238.065,Energy
2008-11-01,195.155,Energy
2008-12-01,176.583,Energy
2009-01-01,178.661,Energy
2009-02-01,183.721,Energy
2009-03-01,178.415,Energy
2009-04-01,177.552,Energy
2009-05-01,179.83,Energy
2009-06-01,197.033,Energy
2009-07-01,195.778,Energy
2009-08-01,201.583,Energy
2009-09-01,202.777,Energy
2009-10-01,204.719,Energy
2009-11-01,210.932,Energy
2009-12-01,209.915,Energy
2010-01-01,212.807,Energy
2010-02-01,209.624,Energy
2010-03-01,209.326,Energy
2010-04-01,209.219,Energy
2010-05-01,206.631,Energy
2010-06-01,203.764,Energy
2010-07-01,206.877,Energy
2010-08-01,208.77,Energy
2010-09-01,209.832,Energy
2010-10-01,216.71,Energy
2010-11-01,219.496,Energy
2010-12-01,227.13,Energy
2011-01-01,229.258,Energy
2011-02-01,232.068,Energy
2011-03-01,240.079,Energy
2011-04-01,247.977,Energy
2011-05-01,250.744,Energy
2011-06-01,245.534,Energy
2011-07-01,246.187,Energy
2011-08-01,246.88,Energy
2011-09-01,248.55,Energy
2011-10-01,246.655,Energy
2011-11-01,247.64,Energy
2011-12-01,243.353,Energy
2012-01-01,244.876,Energy
2012-02-01,248.898,Energy
2012-03-01,249.742,Energy
2012-04-01,249.677,Energy
2012-05-01,241.806,Energy
2012-06-01,235.897,Energy
2012-07-01,233.568,Energy
2012-08-01,244.987,Energy
2012-09-01,252.987,Energy
2012-10-01,256.017,Energy
2012-11-01,248.819,Energy
2012-12-01,244.708,Energy
2013-01-01,245.025,Energy
2013-02-01,255.696,Energy
2013-03-01,246.595,Energy
2013-04-01,240.473,Energy
2013-05-01,240.468,Energy
2013-06-01,242.711,Energy
2013-07-01,242.986,Energy
2013-08-01,244.833,Energy
2013-09-01,242.745,Energy
2013-10-01,241.954,Energy
2013-11-01,242.718,Energy
2013-12-01,245.733,Energy
2014-01-01,250.34,Energy
2014-02-01,249.925,Energy
2014-03-01,249.961,Energy
2014-04-01,249.864,Energy
2014-05-01,249.213,Energy
2014-06-01,249.714,Energy
2014-07-01,248.744,Energy
2014-08-01,245.699,Energy
2014-09-01,241.61,Energy
2014-10-01,237.061,Energy
2014-11-01,229.016,Energy
2014-12-01,218.536,Energy
2015-01-01,199.926,Energy
2015-02-01,203.021,Energy
2015-03-01,205.757,Energy
2015-04-01,203.577,Energy
2015-05-01,208.973,Energy
2015-06-01,212.015,Energy
2015-07-01,211.623,Energy
2015-08-01,208.579,Energy
2015-09-01,197.246,Energy
2015-10-01,195.616,Energy
2015-11-01,195.114,Energy
2015-12-01,190.143,Energy
2016-01-01,185.235,Energy
2016-02-01,176.401,Energy
2016-03-01,182.234,Energy
2016-04-01,186.713,Energy
2016-05-01,188.596,Energy
2016-06-01,192.899,Energy
2016-07-01,189.046,Energy
2016-08-01,188.772,Energy
2016-09-01,192.243,Energy
2016-10-01,195.979,Energy
2016-11-01,196.372,Energy
2016-12-01,199.513,Energy
2017-01-01,205.369,Energy
2017-02-01,204.133,Energy
2017-03-01,202.528,Energy
2017-04-01,202.954,Energy
2017-05-01,198.449,Energy
2017-06-01,197.808,Energy
2017-07-01,195.994,Energy
2017-08-01,201.45,Energy
2017-09-01,212.723,Energy
2017-10-01,208.328,Energy
2017-11-01,213.047,Energy
2017-12-01,213.574,Energy
2018-01-01,216.872,Energy
2018-02-01,220.381,Energy
2018-03-01,216.925,Energy
2018-04-01,218.268,Energy
2018-05-01,220.632,Energy
2018-06-01,221.473,Energy
2018-07-01,219.758,Energy
2018-08-01,222.435,Energy
2018-09-01,223.444,Energy
2018-10-01,226.462,Energy
2018-11-01,219.267,Energy
2018-12-01,212.633,Energy
2019-01-01,205.54,Energy
2019-02-01,208.699,Energy
2019-03-01,216.376,Energy
2019-04-01,221.758,Energy
2019-05-01,219.68,Energy
2019-06-01,214.666,Energy
2019-07-01,215.85,Energy
2019-08-01,213.169,Energy
2019-09-01,213.122,Energy
2019-10-01,216.62,Energy
2019-11-01,217.435,Energy
2019-12-01,219.786,Energy
2020-01-01,217.803,Energy
2020-02-01,214.119,Energy
2020-03-01,203.912,Energy
2020-04-01,182.889,Energy
2020-05-01,179.542,Energy
2020-06-01,188.437,Energy
2020-07-01,192.556,Energy
2020-08-01,194.285,Energy
2020-09-01,196.875,Energy
2020-10-01,196.435,Energy
2020-11-01,196.359,Energy
2020-12-01,203.649,Energy
2021-01-01,209.328,Energy
2021-02-01,218.944,Energy
2021-03-01,231.127,Energy
2021-04-01,228.374,Energy
2021-05-01,229.874,Energy
2021-06-01,234.625,Energy
2021-07-01,238.447,Energy
2021-08-01,242.958,Energy
2021-09-01,245.847,Energy
2021-10-01,255.01,Energy
2021-11-01,261.257,Energy
2021-12-01,263.553,Energy
2022-01-01,265.929,Energy
2022-02-01,275.17,Energy
2022-03-01,305.469,Energy
2022-04-01,297.233,Energy
2022-05-01,308.839,Energy
2022-06-01,332.087,Energy
2022-07-01,316.955,Energy
2022-08-01,301.045,Energy
2022-09-01,294.705,Energy
1967-01-01,26.3,Gasoline (all types)
1967-02-01,26.2,Gasoline (all types)
1967-03-01,26.1,Gasoline (all types)
1967-04-01,26.4,Gasoline (all types)
1967-05-01,26.4,Gasoline (all types)
1967-06-01,26.4,Gasoline (all types)
1967-07-01,26.4,Gasoline (all types)
1967-08-01,26.4,Gasoline (all types)
1967-09-01,26.7,Gasoline (all types)
1967-10-01,26.4,Gasoline (all types)
1967-11-01,26.8,Gasoline (all types)
1967-12-01,26.4,Gasoline (all types)
1968-01-01,26.8,Gasoline (all types)
1968-02-01,26.9,Gasoline (all types)
1968-03-01,26.8,Gasoline (all types)
1968-04-01,26.5,Gasoline (all types)
1968-05-01,26.6,Gasoline (all types)
1968-06-01,26.7,Gasoline (all types)
1968-07-01,26.8,Gasoline (all types)
1968-08-01,27.0,Gasoline (all types)
1968-09-01,26.9,Gasoline (all types)
1968-10-01,26.9,Gasoline (all types)
1968-11-01,27.1,Gasoline (all types)
1968-12-01,26.9,Gasoline (all types)
1969-01-01,27.1,Gasoline (all types)
1969-02-01,27.2,Gasoline (all types)
1969-03-01,27.7,Gasoline (all types)
1969-04-01,27.9,Gasoline (all types)
1969-05-01,27.8,Gasoline (all types)
1969-06-01,28.0,Gasoline (all types)
1969-07-01,27.8,Gasoline (all types)
1969-08-01,27.8,Gasoline (all types)
1969-09-01,27.7,Gasoline (all types)
1969-10-01,27.8,Gasoline (all types)
1969-11-01,27.5,Gasoline (all types)
1969-12-01,27.7,Gasoline (all types)
1970-01-01,27.6,Gasoline (all types)
1970-02-01,27.8,Gasoline (all types)
1970-03-01,27.2,Gasoline (all types)
1970-04-01,28.3,Gasoline (all types)
1970-05-01,28.1,Gasoline (all types)
1970-06-01,27.8,Gasoline (all types)
1970-07-01,28.0,Gasoline (all types)
1970-08-01,27.5,Gasoline (all types)
1970-09-01,27.7,Gasoline (all types)
1970-10-01,28.1,Gasoline (all types)
1970-11-01,28.2,Gasoline (all types)
1970-12-01,28.4,Gasoline (all types)
1971-01-01,28.5,Gasoline (all types)
1971-02-01,28.2,Gasoline (all types)
1971-03-01,27.9,Gasoline (all types)
1971-04-01,27.5,Gasoline (all types)
1971-05-01,27.5,Gasoline (all types)
1971-06-01,27.7,Gasoline (all types)
1971-07-01,27.3,Gasoline (all types)
1971-08-01,28.4,Gasoline (all types)
1971-09-01,28.6,Gasoline (all types)
1971-10-01,28.7,Gasoline (all types)
1971-11-01,28.4,Gasoline (all types)
1971-12-01,28.5,Gasoline (all types)
1972-01-01,28.3,Gasoline (all types)
1972-02-01,28.1,Gasoline (all types)
1972-03-01,28.1,Gasoline (all types)
1972-04-01,27.8,Gasoline (all types)
1972-05-01,28.0,Gasoline (all types)
1972-06-01,27.8,Gasoline (all types)
1972-07-01,28.0,Gasoline (all types)
1972-08-01,28.4,Gasoline (all types)
1972-09-01,29.0,Gasoline (all types)
1972-10-01,29.1,Gasoline (all types)
1972-11-01,29.3,Gasoline (all types)
1972-12-01,29.3,Gasoline (all types)
1973-01-01,29.4,Gasoline (all types)
1973-02-01,29.6,Gasoline (all types)
1973-03-01,29.7,Gasoline (all types)
1973-04-01,30.2,Gasoline (all types)
1973-05-01,30.4,Gasoline (all types)
1973-06-01,31.1,Gasoline (all types)
1973-07-01,31.0,Gasoline (all types)
1973-08-01,31.0,Gasoline (all types)
1973-09-01,30.8,Gasoline (all types)
1973-10-01,32.2,Gasoline (all types)
