date,value,cpi_series
2010-01-01,144.114,Commodities less food and energy commodities
2010-02-01,144.055,Commodities less food and energy commodities
2010-03-01,143.879,Commodities less food and energy commodities
2010-04-01,143.454,Commodities less food and energy commodities
2010-05-01,143.304,Commodities less food and energy commodities
2010-06-01,143.342,Commodities less food and energy commodities
2010-07-01,143.336,Commodities less food and energy commodities
2010-08-01,143.413,Commodities less food and energy commodities
2010-09-01,143.51,Commodities less food and energy commodities
2010-10-01,143.473,Commodities less food and energy commodities
2010-11-01,143.535,Commodities less food and energy commodities
2010-12-01,143.602,Commodities less food and energy commodities
2011-01-01,143.911,Commodities less food and energy commodities
2011-02-01,144.171,Commodities less food and energy commodities
2011-03-01,144.298,Commodities less food and energy commodities
2011-04-01,144.502,Commodities less food and energy commodities
2011-05-01,145.054,Commodities less food and energy commodities
2011-06-01,145.556,Commodities less food and energy commodities
2011-07-01,145.816,Commodities less food and energy commodities
2011-08-01,146.242,Commodities less food and energy commodities
2011-09-01,146.269,Commodities less food and energy commodities
2011-10-01,146.482,Commodities less food and energy commodities
2011-11-01,146.776,Commodities less food and energy commodities
2011-12-01,146.852,Commodities less food and energy commodities
2012-01-01,147.079,Commodities less food and energy commodities
2012-02-01,147.093,Commodities less food and energy commodities
2012-03-01,147.217,Commodities less food and energy commodities
2012-04-01,147.287,Commodities less food and energy commodities
2012-05-01,147.418,Commodities less food and energy commodities
2012-06-01,147.514,Commodities less food and energy commodities
2012-07-01,147.489,Commodities less food and energy commodities
2012-08-01,147.244,Commodities less food and energy commodities
2012-09-01,147.299,Commodities less food and energy commodities
2012-10-01,147.395,Commodities less food and energy commodities
2012-11-01,147.488,Commodities less food and energy commodities
2012-12-01,147.397,Commodities less food and energy commodities
2013-01-01,147.61,Commodities less food and energy commodities
2013-02-01,147.518,Commodities less food and energy commodities
2013-03-01,147.227,Commodities less food and energy commodities
2013-04-01,147.162,Commodities less food and energy commodities
2013-05-01,147.107,Commodities less food and energy commodities
2013-06-01,147.168,Commodities less food and energy commodities
2013-07-01,147.251,Commodities less food and energy commodities
2013-08-01,147.232,Commodities less food and energy commodities
2013-09-01,147.226,Commodities less food and energy commodities
2013-10-01,147.207,Commodities less food and energy commodities
2013-11-01,147.295,Commodities less food and energy commodities
2013-12-01,147.423,Commodities less food and energy commodities
2014-01-01,147.079,Commodities less food and energy commodities
2014-02-01,146.857,Commodities less food and energy commodities
2014-03-01,146.752,Commodities less food and energy commodities
2014-04-01,146.786,Commodities less food and energy commodities
2014-05-01,146.808,Commodities less food and energy commodities
2014-06-01,146.895,Commodities less food and energy commodities
2014-07-01,146.81,Commodities less food and energy commodities
2014-08-01,146.691,Commodities less food and energy commodities
2014-09-01,146.864,Commodities less food and energy commodities
2014-10-01,146.931,Commodities less food and energy commodities
2014-11-01,146.597,Commodities less food and energy commodities
2014-12-01,146.316,Commodities less food and energy commodities
2015-01-01,145.839,Commodities less food and energy commodities
2015-02-01,146.064,Commodities less food and energy commodities
2015-03-01,146.356,Commodities less food and energy commodities
2015-04-01,146.49,Commodities less food and energy commodities
2015-05-01,146.502,Commodities less food and energy commodities
2015-06-01,146.339,Commodities less food and energy commodities
2015-07-01,146.21,Commodities less food and energy commodities
2015-08-01,146.044,Commodities less food and energy commodities
2015-09-01,146.142,Commodities less food and energy commodities
2015-10-01,145.888,Commodities less food and energy commodities
2015-11-01,145.723,Commodities less food and energy commodities
2015-12-01,145.624,Commodities less food and energy commodities
2016-01-01,145.376,Commodities less food and energy commodities
2016-02-01,145.674,Commodities less food and energy commodities
2016-03-01,145.598,Commodities less food and energy commodities
2016-04-01,145.787,Commodities less food and energy commodities
2016-05-01,145.814,Commodities less food and energy commodities
2016-06-01,145.452,Commodities less food and energy commodities
2016-07-01,145.175,Commodities less food and energy commodities
2016-08-01,145.296,Commodities less food and energy commodities
2016-09-01,145.56,Commodities less food and energy commodities
2016-10-01,145.416,Commodities less food and energy commodities
2016-11-01,144.881,Commodities less food and energy commodities
2016-12-01,144.726,Commodities less food and energy commodities
2017-01-01,144.935,Commodities less food and energy commodities
2017-02-01,144.989,Commodities less food and energy commodities
2017-03-01,144.995,Commodities less food and energy commodities
2017-04-01,144.922,Commodities less food and energy commodities
2017-05-01,144.597,Commodities less food and energy commodities
2017-06-01,144.43,Commodities less food and energy commodities
2017-07-01,144.196,Commodities less food and energy commodities
2017-08-01,143.976,Commodities less food and energy commodities
2017-09-01,143.61,Commodities less food and energy commodities
2017-10-01,143.92,Commodities less food and energy commodities
2017-11-01,143.734,Commodities less food and energy commodities
2017-12-01,143.742,Commodities less food and energy commodities
2018-01-01,143.997,Commodities less food and energy commodities
2018-02-01,144.11,Commodities less food and energy commodities
2018-03-01,144.244,Commodities less food and energy commodities
2018-04-01,144.416,Commodities less food and energy commodities
2018-05-01,144.441,Commodities less food and energy commodities
2018-06-01,144.179,Commodities less food and energy commodities
2018-07-01,144.09,Commodities less food and energy commodities
2018-08-01,143.646,Commodities less food and energy commodities
2018-09-01,143.69,Commodities less food and energy commodities
2018-10-01,143.922,Commodities less food and energy commodities
2018-11-01,143.957,Commodities less food and energy commodities
2018-12-01,143.94,Commodities less food and energy commodities
2019-01-01,144.393,Commodities less food and energy commodities
2019-02-01,144.232,Commodities less food and energy commodities
2019-03-01,144.208,Commodities less food and energy commodities
2019-04-01,144.204,Commodities less food and energy commodities
2019-05-01,144.212,Commodities less food and energy commodities
2019-06-01,144.428,Commodities less food and energy commodities
2019-07-01,144.665,Commodities less food and energy commodities
2019-08-01,144.827,Commodities less food and energy commodities
2019-09-01,144.646,Commodities less food and energy commodities
2019-10-01,144.431,Commodities less food and energy commodities
2019-11-01,144.16,Commodities less food and energy commodities
2019-12-01,143.957,Commodities less food and energy commodities
2020-01-01,143.939,Commodities less food and energy commodities
2020-02-01,144.218,Commodities less food and energy commodities
2020-03-01,143.957,Commodities less food and energy commodities
2020-04-01,143.04,Commodities less food and energy commodities
2020-05-01,142.782,Commodities less food and energy commodities
2020-06-01,142.877,Commodities less food and energy commodities
2020-07-01,143.849,Commodities less food and energy commodities
2020-08-01,145.358,Commodities less food and energy commodities
2020-09-01,146.23,Commodities less food and energy commodities
2020-10-01,146.236,Commodities less food and energy commodities
2020-11-01,146.205,Commodities less food and energy commodities
2020-12-01,146.259,Commodities less food and energy commodities
2021-01-01,146.342,Commodities less food and energy commodities
2021-02-01,146.155,Commodities less food and energy commodities
2021-03-01,146.396,Commodities less food and energy commodities
2021-04-01,149.336,Commodities less food and energy commodities
2021-05-01,152.056,Commodities less food and energy commodities
2021-06-01,155.188,Commodities less food and energy commodities
2021-07-01,155.886,Commodities less food and energy commodities
2021-08-01,156.437,Commodities less food and energy commodities
2021-09-01,156.925,Commodities less food and energy commodities
2021-10-01,158.626,Commodities less food and energy commodities
2021-11-01,159.987,Commodities less food and energy commodities
2021-12-01,161.892,Commodities less food and energy commodities
2022-01-01,163.503,Commodities less food and energy commodities
2022-02-01,164.219,Commodities less food and energy commodities
2022-03-01,163.522,Commodities less food and energy commodities
2022-04-01,163.819,Commodities less food and energy commodities
2022-05-01,164.943,Commodities less food and energy commodities
2022-06-01,166.235,Commodities less food and energy commodities
2022-07-01,166.617,Commodities less food and energy commodities
2022-08-01,167.381,Commodities less food and energy commodities
2022-09-01,167.413,Commodities less food and energy commodities
1953-01-01,46.3,New vehicles
1953-02-01,46.8,New vehicles
1953-03-01,46.9,New vehicles
1953-04-01,47.3,New vehicles
1953-05-01,47.5,New vehicles
1953-06-01,47.6,New vehicles
1953-07-01,48.4,New vehicles
1953-08-01,48.8,New vehicles
1953-09-01,49.5,New vehicles
1953-10-01,48.1,New vehicles
1953-11-01,45.2,New vehicles
1953-12-01,45.0,New vehicles
1954-01-01,47.6,New vehicles
1954-02-01,47.3,New vehicles
1954-03-01,47.2,New vehicles
1954-04-01,48.0,New vehicles
1954-05-01,48.3,New vehicles
1954-06-01,48.1,New vehicles
1954-07-01,45.6,New vehicles
1954-08-01,45.9,New vehicles
1954-09-01,45.9,New vehicles
1954-10-01,43.1,New vehicles
1954-11-01,45.5,New vehicles
1954-12-01,45.6,New vehicles
1955-01-01,45.7,New vehicles
1955-02-01,45.7,New vehicles
1955-03-01,45.5,New vehicles
1955-04-01,44.4,New vehicles
1955-05-01,44.5,New vehicles
1955-06-01,45.0,New vehicles
1955-07-01,44.8,New vehicles
1955-08-01,44.4,New vehicles
1955-09-01,44.1,New vehicles
1955-10-01,45.0,New vehicles
1955-11-01,45.0,New vehicles
1955-12-01,44.5,New vehicles
1956-01-01,44.5,New vehicles
1956-02-01,44.7,New vehicles
1956-03-01,45.3,New vehicles
1956-04-01,45.1,New vehicles
1956-05-01,45.4,New vehicles
1956-06-01,45.4,New vehicles
1956-07-01,45.7,New vehicles
1956-08-01,46.1,New vehicles
1956-09-01,46.3,New vehicles
1956-10-01,49.3,New vehicles
1956-11-01,47.5,New vehicles
1956-12-01,48.1,New vehicles
1957-01-01,48.4,New vehicles
1957-02-01,48.5,New vehicles
1957-03-01,48.4,New vehicles
1957-04-01,48.8,New vehicles
1957-05-01,48.6,New vehicles
1957-06-01,48.5,New vehicles
1957-07-01,48.6,New vehicles
1957-08-01,48.8,New vehicles
1957-09-01,48.9,New vehicles
1957-10-01,46.2,New vehicles
1957-11-01,49.6,New vehicles
1957-12-01,49.1,New vehicles
1958-01-01,49.0,New vehicles
1958-02-01,49.3,New vehicles
1958-03-01,49.2,New vehicles
1958-04-01,49.4,New vehicles
1958-05-01,49.3,New vehicles
1958-06-01,49.5,New vehicles
1958-07-01,49.9,New vehicles
1958-08-01,50.1,New vehicles
1958-09-01,50.8,New vehicles
1958-10-01,50.4,New vehicles
1958-11-01,51.8,New vehicles
1958-12-01,52.3,New vehicles
1959-01-01,51.9,New vehicles
1959-02-01,52.0,New vehicles
1959-03-01,52.2,New vehicles
1959-04-01,52.1,New vehicles
1959-05-01,52.3,New vehicles
1959-06-01,52.4,New vehicles
1959-07-01,52.4,New vehicles
1959-08-01,52.3,New vehicles
1959-09-01,52.5,New vehicles
1959-10-01,52.4,New vehicles
1959-11-01,52.3,New vehicles
1959-12-01,52.4,New vehicles
1960-01-01,52.1,New vehicles
1960-02-01,52.1,New vehicles
1960-03-01,51.6,New vehicles
1960-04-01,51.9,New vehicles
1960-05-01,51.9,New vehicles
1960-06-01,51.6,New vehicles
1960-07-01,51.8,New vehicles
1960-08-01,51.7,New vehicles
1960-09-01,51.2,New vehicles
1960-10-01,51.3,New vehicles
1960-11-01,50.7,New vehicles
1960-12-01,51.0,New vehicles
1961-01-01,51.3,New vehicles
1961-02-01,51.3,New vehicles
1961-03-01,51.5,New vehicles
1961-04-01,51.5,New vehicles
1961-05-01,51.6,New vehicles
1961-06-01,51.6,New vehicles
1961-07-01,51.7,New vehicles
1961-08-01,51.9,New vehicles
1961-09-01,52.2,New vehicles
1961-10-01,51.8,New vehicles
1961-11-01,51.0,New vehicles
1961-12-01,51.2,New vehicles
1962-01-01,51.4,New vehicles
1962-02-01,51.2,New vehicles
1962-03-01,51.4,New vehicles
1962-04-01,51.4,New vehicles
1962-05-01,51.4,New vehicles
1962-06-01,51.5,New vehicles
1962-07-01,51.5,New vehicles
1962-08-01,51.6,New vehicles
1962-09-01,51.8,New vehicles
1962-10-01,51.1,New vehicles
1962-11-01,51.2,New vehicles
1962-12-01,50.9,New vehicles
1963-01-01,50.9,New vehicles
1963-02-01,50.9,New vehicles
1963-03-01,50.9,New vehicles
1963-04-01,50.8,New vehicles
1963-05-01,51.0,New vehicles
1963-06-01,51.3,New vehicles
1963-07-01,51.1,New vehicles
1963-08-01,51.0,New vehicles
1963-09-01,51.5,New vehicles
1963-10-01,51.4,New vehicles
1963-11-01,51.0,New vehicles
1963-12-01,50.7,New vehicles
1964-01-01,51.1,New vehicles
1964-02-01,51.2,New vehicles
1964-03-01,51.1,New vehicles
1964-04-01,51.1,New vehicles
1964-05-01,51.1,New vehicles
1964-06-01,51.0,New vehicles
1964-07-01,51.1,New vehicles
1964-08-01,50.9,New vehicles
1964-09-01,50.9,New vehicles
1964-10-01,50.5,New vehicles
1964-11-01,50.7,New vehicles
1964-12-01,50.5,New vehicles
1965-01-01,50.7,New vehicles
1965-02-01,50.6,New vehicles
1965-03-01,50.6,New vehicles
1965-04-01,50.6,New vehicles
1965-05-01,50.5,New vehicles
1965-06-01,49.3,New vehicles
1965-07-01,49.4,New vehicles
1965-08-01,49.5,New vehicles
1965-09-01,49.8,New vehicles
1965-10-01,48.7,New vehicles
1965-11-01,48.8,New vehicles
1965-12-01,49.0,New vehicles
1966-01-01,48.6,New vehicles
1966-02-01,48.7,New vehicles
1966-03-01,48.7,New vehicles
1966-04-01,49.0,New vehicles
1966-05-01,48.9,New vehicles
1966-06-01,49.0,New vehicles
1966-07-01,49.2,New vehicles
1966-08-01,49.0,New vehicles
1966-09-01,48.9,New vehicles
1966-10-01,49.0,New vehicles
1966-11-01,49.1,New vehicles
1966-12-01,48.9,New vehicles
1967-01-01,48.6,New vehicles
1967-02-01,48.6,New vehicles
1967-03-01,48.7,New vehicles
1967-04-01,48.8,New vehicles
1967-05-01,48.9,New vehicles
1967-06-01,49.0,New vehicles
1967-07-01,49.3,New vehicles
1967-08-01,49.6,New vehicles
1967-09-01,49.9,New vehicles
1967-10-01,50.4,New vehicles
1967-11-01,50.3,New vehicles
1967-12-01,50.3,New vehicles
1968-01-01,50.2,New vehicles
1968-02-01,50.3,New vehicles
1968-03-01,50.3,New vehicles
1968-04-01,50.4,New vehicles
1968-05-01,50.5,New vehicles
1968-06-01,50.6,New vehicles
1968-07-01,50.7,New vehicles
1968-08-01,50.8,New vehicles
1968-09-01,51.1,New vehicles
1968-10-01,51.3,New vehicles
1968-11-01,51.5,New vehicles
1968-12-01,51.0,New vehicles
1969-01-01,50.8,New vehicles
1969-02-01,51.0,New vehicles
1969-03-01,51.2,New vehicles
1969-04-01,51.2,New vehicles
1969-05-01,51.3,New vehicles
1969-06-01,51.4,New vehicles
1969-07-01,51.6,New vehicles
1969-08-01,51.8,New vehicles
1969-09-01,51.6,New vehicles
1969-10-01,52.0,New vehicles
1969-11-01,52.2,New vehicles
1969-12-01,52.1,New vehicles
1970-01-01,52.0,New vehicles
1970-02-01,52.1,New vehicles
1970-03-01,52.3,New vehicles
1970-04-01,52.4,New vehicles
1970-05-01,52.4,New vehicles
1970-06-01,52.4,New vehicles
1970-07-01,52.6,New vehicles
1970-08-01,53.0,New vehicles
1970-09-01,53.5,New vehicles
1970-10-01,54.3,New vehicles
1970-11-01,55.0,New vehicles
1970-12-01,55.7,New vehicles
1971-01-01,56.2,New vehicles
1971-02-01,56.3,New vehicles
1971-03-01,56.1,New vehicles
1971-04-01,56.1,New vehicles
1971-05-01,56.2,New vehicles
1971-06-01,56.3,New vehicles
1971-07-01,56.6,New vehicles
1971-08-01,54.7,New vehicles
1971-09-01,53.6,New vehicles
1971-10-01,53.6,New vehicles
1971-11-01,53.6,New vehicles
1971-12-01,54.0,New vehicles
1972-01-01,54.7,New vehicles
1972-02-01,54.7,New vehicles
1972-03-01,54.9,New vehicles
1972-04-01,55.0,New vehicles
1972-05-01,55.0,New vehicles
1972-06-01,55.0,New vehicles
1972-07-01,55.1,New vehicles
1972-08-01,55.3,New vehicles
1972-09-01,55.6,New vehicles
1972-10-01,54.1,New vehicles
1972-11-01,54.0,New vehicles
1972-12-01,54.2,New vehicles
1973-01-01,54.1,New vehicles
1973-02-01,54.3,New vehicles
1973-03-01,54.5,New vehicles
1973-04-01,54.7,New vehicles
1973-05-01,54.8,New vehicles
1973-06-01,54.8,New vehicles
1973-07-01,55.1,New vehicles
1973-08-01,55.2,New vehicles
1973-09-01,55.2,New vehicles
1973-10-01,55.0,New vehicles
1973-11-01,55.0,New vehicles
1973-12-01,54.8,New vehicles
1974-01-01,55.1,New vehicles
1974-02-01,55.2,New vehicles
1974-03-01,55.5,New vehicles
1974-04-01,55.8,New vehicles
1974-05-01,56.6,New vehicles
1974-06-01,57.5,New vehicles
1974-07-01,58.6,New vehicles
1974-08-01,59.0,New vehicles
1974-09-01,59.8,New vehicles
1974-10-01,60.9,New vehicles
1974-11-01,61.0,New vehicles
1974-12-01,61.0,New vehicles
1975-01-01,60.3,New vehicles
1975-02-01,61.1,New vehicles
1975-03-01,62.7,New vehicles
1975-04-01,63.0,New vehicles
1975-05-01,62.7,New vehicles
1975-06-01,62.9,New vehicles
1975-07-01,62.9,New vehicles
1975-08-01,63.3,New vehicles
1975-09-01,63.7,New vehicles
1975-10-01,64.0,New vehicles
1975-11-01,64.2,New vehicles
1975-12-01,65.3,New vehicles
1976-01-01,65.5,New vehicles
1976-02-01,65.8,New vehicles
1976-03-01,66.1,New vehicles
1976-04-01,66.3,New vehicles
1976-05-01,66.4,New vehicles
1976-06-01,66.5,New vehicles
1976-07-01,66.7,New vehicles
1976-08-01,67.1,New vehicles
1976-09-01,67.6,New vehicles
1976-10-01,68.7,New vehicles
1976-11-01,68.4,New vehicles
1976-12-01,68.6,New vehicles
1977-01-01,68.8,New vehicles
1977-02-01,68.9,New vehicles
1977-03-01,69.3,New vehicles
1977-04-01,69.4,New vehicles
1977-05-01,69.7,New vehicles
1977-06-01,70.0,New vehicles
1977-07-01,70.3,New vehicles
1977-08-01,70.6,New vehicles
1977-09-01,70.9,New vehicles
1977-10-01,72.1,New vehicles
1977-11-01,72.6,New vehicles
1977-12-01,73.6,New vehicles
1978-01-01,74.2,New vehicles
1978-02-01,74.5,New vehicles
1978-03-01,74.8,New vehicles
1978-04-01,74.7,New vehicles
1978-05-01,74.9,New vehicles
1978-06-01,75.4,New vehicles
1978-07-01,75.7,New vehicles
1978-08-01,76.0,New vehicles
1978-09-01,76.6,New vehicles
1978-10-01,77.3,New vehicles
1978-11-01,77.9,New vehicles
1978-12-01,78.6,New vehicles
1979-01-01,79.0,New vehicles
1979-02-01,79.8,New vehicles
1979-03-01,80.3,New vehicles
1979-04-01,81.2,New vehicles
1979-05-01,81.6,New vehicles
1979-06-01,81.9,New vehicles
1979-07-01,82.4,New vehicles
1979-08-01,82.7,New vehicles
1979-09-01,82.9,New vehicles
1979-10-01,83.2,New vehicles
1979-11-01,83.8,New vehicles
1979-12-01,84.2,New vehicles
1980-01-01,85.2,New vehicles
1980-02-01,86.3,New vehicles
1980-03-01,86.5,New vehicles
1980-04-01,87.4,New vehicles
1980-05-01,88.0,New vehicles
1980-06-01,87.9,New vehicles
1980-07-01,88.5,New vehicles
1980-08-01,89.8,New vehicles
1980-09-01,90.5,New vehicles
1980-10-01,90.3,New vehicles
1980-11-01,90.6,New vehicles
1980-12-01,90.6,New vehicles
1981-01-01,90.9,New vehicles
1981-02-01,90.9,New vehicles
1981-03-01,90.4,New vehicles
1981-04-01,91.9,New vehicles
1981-05-01,93.9,New vehicles
1981-06-01,94.7,New vehicles
1981-07-01,95.1,New vehicles
1981-08-01,94.8,New vehicles
1981-09-01,95.1,New vehicles
1981-10-01,95.6,New vehicles
1981-11-01,96.1,New vehicles
1981-12-01,96.8,New vehicles
1982-01-01,96.9,New vehicles
1982-02-01,96.3,New vehicles
1982-03-01,96.0,New vehicles
1982-04-01,96.8,New vehicles
1982-05-01,97.2,New vehicles
1982-06-01,97.7,New vehicles
1982-07-01,98.1,New vehicles
1982-08-01,98.3,New vehicles
1982-09-01,98.3,New vehicles
1982-10-01,98.0,New vehicles
1982-11-01,97.9,New vehicles
1982-12-01,98.3,New vehicles
1983-01-01,98.6,New vehicles
1983-02-01,98.9,New vehicles
1983-03-01,99.0,New vehicles
1983-04-01,99.2,New vehicles
1983-05-01,99.5,New vehicles
1983-06-01,99.7,New vehicles
1983-07-01,99.8,New vehicles
1983-08-01,100.3,New vehicles
1983-09-01,100.6,New vehicles
1983-10-01,100.8,New vehicles
1983-11-01,101.0,New vehicles
1983-12-01,101.3,New vehicles
1984-01-01,101.4,New vehicles
1984-02-01,101.6,New vehicles
1984-03-01,101.9,New vehicles
1984-04-01,102.1,New vehicles
1984-05-01,102.3,New vehicles
1984-06-01,102.5,New vehicles
1984-07-01,102.8,New vehicles
1984-08-01,103.0,New vehicles
1984-09-01,103.3,New vehicles
1984-10-01,103.5,New vehicles
1984-11-01,103.6,New vehicles
1984-12-01,103.7,New vehicles
1985-01-01,104.4,New vehicles
1985-02-01,104.9,New vehicles
1985-03-01,105.3,New vehicles
1985-04-01,105.5,New vehicles
1985-05-01,105.7,New vehicles
1985-06-01,106.0,New vehicles
1985-07-01,106.2,New vehicles
1985-08-01,106.4,New vehicles
1985-09-01,106.8,New vehicles
1985-10-01,106.8,New vehicles
1985-11-01,107.3,New vehicles
1985-12-01,107.4,New vehicles
1986-01-01,107.8,New vehicles
1986-02-01,108.1,New vehicles
1986-03-01,108.4,New vehicles
1986-04-01,109.0,New vehicles
1986-05-01,109.9,New vehicles
1986-06-01,110.7,New vehicles
1986-07-01,111.3,New vehicles
1986-08-01,111.6,New vehicles
1986-09-01,111.8,New vehicles
1986-10-01,112.3,New vehicles
1986-11-01,113.1,New vehicles
1986-12-01,113.4,New vehicles
1987-01-01,113.9,New vehicles
1987-02-01,112.9,New vehicles
1987-03-01,112.9,New vehicles
1987-04-01,113.3,New vehicles
1987-05-01,113.8,New vehicles
1987-06-01,114.3,New vehicles
1987-07-01,114.9,New vehicles
1987-08-01,115.0,New vehicles
1987-09-01,115.3,New vehicles
1987-10-01,115.4,New vehicles
1987-11-01,115.8,New vehicles
1987-12-01,115.4,New vehicles
1988-01-01,115.1,New vehicles
1988-02-01,115.1,New vehicles
1988-03-01,115.1,New vehicles
1988-04-01,115.4,New vehicles
1988-05-01,115.8,New vehicles
1988-06-01,116.3,New vehicles
1988-07-01,116.6,New vehicles
1988-08-01,117.1,New vehicles
1988-09-01,117.9,New vehicles
1988-10-01,117.9,New vehicles
1988-11-01,118.0,New vehicles
1988-12-01,118.0,New vehicles
1989-01-01,118.3,New vehicles
1989-02-01,118.5,New vehicles
1989-03-01,118.7,New vehicles
1989-04-01,118.9,New vehicles
1989-05-01,119.1,New vehicles
1989-06-01,119.1,New vehicles
1989-07-01,119.1,New vehicles
1989-08-01,119.0,New vehicles
1989-09-01,118.8,New vehicles
1989-10-01,119.3,New vehicles
1989-11-01,120.3,New vehicles
1989-12-01,120.9,New vehicles
1990-01-01,121.3,New vehicles
1990-02-01,121.2,New vehicles
1990-03-01,120.9,New vehicles
1990-04-01,120.8,New vehicles
1990-05-01,120.9,New vehicles
1990-06-01,120.8,New vehicles
1990-07-01,120.8,New vehicles
1990-08-01,121.1,New vehicles
1990-09-01,121.2,New vehicles
1990-10-01,121.8,New vehicles
1990-11-01,122.5,New vehicles
1990-12-01,123.4,New vehicles
1991-01-01,124.2,New vehicles
1991-02-01,124.8,New vehicles
1991-03-01,125.3,New vehicles
1991-04-01,125.5,New vehicles
1991-05-01,125.7,New vehicles
1991-06-01,126.0,New vehicles
1991-07-01,126.3,New vehicles
1991-08-01,126.4,New vehicles
1991-09-01,126.4,New vehicles
1991-10-01,126.7,New vehicles
1991-11-01,127.0,New vehicles
1991-12-01,127.5,New vehicles
1992-01-01,127.6,New vehicles
1992-02-01,127.9,New vehicles
1992-03-01,128.3,New vehicles
1992-04-01,128.6,New vehicles
1992-05-01,129.0,New vehicles
1992-06-01,129.3,New vehicles
1992-07-01,129.3,New vehicles
1992-08-01,129.8,New vehicles
1992-09-01,130.0,New vehicles
1992-10-01,130.0,New vehicles
1992-11-01,130.4,New vehicles
1992-12-01,130.5,New vehicles
1993-01-01,130.9,New vehicles
1993-02-01,131.1,New vehicles
1993-03-01,131.3,New vehicles
1993-04-01,131.7,New vehicles
1993-05-01,132.2,New vehicles
1993-06-01,132.3,New vehicles
1993-07-01,132.9,New vehicles
1993-08-01,133.4,New vehicles
1993-09-01,133.6,New vehicles
1993-10-01,134.2,New vehicles
1993-11-01,134.6,New vehicles
1993-12-01,134.9,New vehicles
1994-01-01,135.3,New vehicles
1994-02-01,135.7,New vehicles
1994-03-01,136.1,New vehicles
1994-04-01,136.4,New vehicles
1994-05-01,137.0,New vehicles
1994-06-01,137.5,New vehicles
1994-07-01,138.1,New vehicles
1994-08-01,138.4,New vehicles
1994-09-01,138.9,New vehicles
1994-10-01,139.2,New vehicles
1994-11-01,139.2,New vehicles
1994-12-01,139.4,New vehicles
1995-01-01,139.8,New vehicles
1995-02-01,139.9,New vehicles
1995-03-01,140.0,New vehicles
1995-04-01,140.6,New vehicles
1995-05-01,140.9,New vehicles
1995-06-01,141.1,New vehicles
1995-07-01,141.0,New vehicles
1995-08-01,141.1,New vehicles
1995-09-01,141.3,New vehicles
1995-10-01,141.6,New vehicles
1995-11-01,141.9,New vehicles
1995-12-01,142.1,New vehicles
1996-01-01,142.4,New vehicles
1996-02-01,142.8,New vehicles
1996-03-01,143.0,New vehicles
1996-04-01,143.0,New vehicles
1996-05-01,143.2,New vehicles
1996-06-01,143.6,New vehicles
1996-07-01,143.8,New vehicles
1996-08-01,144.0,New vehicles
1996-09-01,144.5,New vehicles
1996-10-01,144.5,New vehicles
1996-11-01,144.6,New vehicles
1996-12-01,144.7,New vehicles
1997-01-01,144.6,New vehicles
1997-02-01,144.6,New vehicles
1997-03-01,144.7,New vehicles
1997-04-01,144.6,New vehicles
1997-05-01,144.4,New vehicles
1997-06-01,144.3,New vehicles
1997-07-01,144.3,New vehicles
1997-08-01,144.2,New vehicles
1997-09-01,144.0,New vehicles
1997-10-01,144.1,New vehicles
1997-11-01,143.8,New vehicles
1997-12-01,143.3,New vehicles
1998-01-01,143.4,New vehicles
1998-02-01,143.6,New vehicles
1998-03-01,143.8,New vehicles
1998-04-01,143.8,New vehicles
1998-05-01,143.1,New vehicles
1998-06-01,142.8,New vehicles
1998-07-01,143.4,New vehicles
1998-08-01,144.1,New vehicles
1998-09-01,143.6,New vehicles
1998-10-01,143.2,New vehicles
1998-11-01,143.2,New vehicles
1998-12-01,143.3,New vehicles
1999-01-01,143.5,New vehicles
1999-02-01,143.0,New vehicles
1999-03-01,142.8,New vehicles
1999-04-01,142.8,New vehicles
1999-05-01,142.8,New vehicles
1999-06-01,142.8,New vehicles
1999-07-01,142.7,New vehicles
1999-08-01,142.7,New vehicles
1999-09-01,142.8,New vehicles
1999-10-01,143.0,New vehicles
1999-11-01,142.8,New vehicles
1999-12-01,142.6,New vehicles
2000-01-01,142.4,New vehicles
2000-02-01,142.2,New vehicles
2000-03-01,142.7,New vehicles
2000-04-01,143.0,New vehicles
2000-05-01,143.2,New vehicles
2000-06-01,143.2,New vehicles
2000-07-01,143.3,New vehicles
2000-08-01,143.2,New vehicles
2000-09-01,142.7,New vehicles
2000-10-01,142.2,New vehicles
2000-11-01,142.3,New vehicles
2000-12-01,142.6,New vehicles
2001-01-01,142.5,New vehicles
2001-02-01,142.4,New vehicles
2001-03-01,142.3,New vehicles
2001-04-01,142.3,New vehicles
2001-05-01,142.2,New vehicles
2001-06-01,142.1,New vehicles
2001-07-01,142.1,New vehicles
2001-08-01,141.6,New vehicles
2001-09-01,141.4,New vehicles
2001-10-01,141.6,New vehicles
2001-11-01,142.2,New vehicles
2001-12-01,142.5,New vehicles
2002-01-01,141.5,New vehicles
2002-02-01,140.2,New vehicles
2002-03-01,140.1,New vehicles
2002-04-01,140.0,New vehicles
2002-05-01,139.8,New vehicles
2002-06-01,139.6,New vehicles
2002-07-01,139.6,New vehicles
2002-08-01,139.4,New vehicles
2002-09-01,139.9,New vehicles
2002-10-01,140.0,New vehicles
2002-11-01,140.1,New vehicles
2002-12-01,139.8,New vehicles
2003-01-01,138.5,New vehicles
2003-02-01,138.2,New vehicles
2003-03-01,138.7,New vehicles
2003-04-01,138.3,New vehicles
2003-05-01,138.1,New vehicles
2003-06-01,137.8,New vehicles
